Name,Metric,Date,Value
Open Source Observer,GITHUB_active_developers_monthly,2024-06-01,30.0
Enclave,GITHUB_active_developers_monthly,2024-06-01,3.0
Arbos Foundry,GITHUB_active_developers_monthly,2024-06-01,1.0
Enclave,GITHUB_part_time_developers_monthly,2024-06-01,3.0
Debid - Fairblock,GITHUB_active_developers_monthly,2024-06-01,3.0
Trail of Bits Security Reviews,GITHUB_part_time_developers_monthly,2024-06-01,18.0
Trail of Bits Security Reviews,GITHUB_full_time_developers_monthly,2024-06-01,3.0
Pyth Network,GITHUB_full_time_developers_monthly,2024-06-01,4.0
Pyth Network,GITHUB_part_time_developers_biannually,2024-06-01,15.0
Walnut,GITHUB_part_time_developers_biannually,2024-06-01,3.0
thirdweb,GITHUB_part_time_developers_biannually,2024-06-01,23.0
Arbos Foundry,GITHUB_part_time_developers_biannually,2024-06-01,1.0
Redstone Finance,GITHUB_active_developers_daily,2024-06-01,1.0
Runtime Verification,GITHUB_active_developers_daily,2024-06-01,1.0
thirdweb,GITHUB_active_developers_daily,2024-06-01,2.0
Runtime Verification,GITHUB_part_time_contributors_monthly,2024-06-01,22.0
Open Source Observer,GITHUB_full_time_contributors_monthly,2024-06-01,3.0
Enclave,GITHUB_new_contributors_monthly,2024-06-01,3.0
thirdweb,GITHUB_full_time_contributors_monthly,2024-06-01,11.0
Trail of Bits Security Reviews,GITHUB_part_time_contributors_monthly,2024-06-01,34.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_contributors_monthly,2024-06-01,3.0
Open Source Observer,GITHUB_part_time_contributors_monthly,2024-06-01,45.0
Debid - Fairblock,GITHUB_new_contributors_monthly,2024-06-01,1.0
Walnut,GITHUB_new_contributors_monthly,2024-06-01,20.0
thirdweb,GITHUB_active_contributors_monthly,2024-06-01,55.0
Runtime Verification,GITHUB_full_time_contributors_monthly,2024-06-01,11.0
thirdweb,GITHUB_active_contributors_biannually,2024-06-01,55.0
Open Source Observer,GITHUB_part_time_contributors_biannually,2024-06-01,48.0
Enclave,GITHUB_active_contributors_biannually,2024-06-01,3.0
Arbos Foundry,GITHUB_active_contributors_biannually,2024-06-01,1.0
Debid - Fairblock,GITHUB_part_time_contributors_biannually,2024-06-01,4.0
Trail of Bits Security Reviews,GITHUB_part_time_contributors_biannually,2024-06-01,41.0
Trail of Bits Security Reviews,GITHUB_new_contributors_biannually,2024-06-01,15.0
Walnut,GITHUB_active_contributors_biannually,2024-06-01,22.0
Walnut,GITHUB_part_time_contributors_biannually,2024-06-01,22.0
Passport XYZ,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,-3.0
Redstone Finance,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,2.0
Walnut,GITHUB_change_in_full_time_contributors_monthly,2024-06-01,-1.0
Debid - Fairblock,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,0.0
Open Source Observer,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,-20.0
Open Source Observer,GITHUB_change_in_full_time_contributors_monthly,2024-06-01,0.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,-2.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_active_developers_quarterly,2024-06-01,-2.0
Passport XYZ,GITHUB_change_in_active_developers_quarterly,2024-06-01,-3.0
Open Source Observer,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,-20.0
thirdweb,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,-9.0
Pyth Network,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,-15.0
Debid - Fairblock,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,0.0
Syndicate Protocol,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,1.0
Syndicate Protocol,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,1.0
Trail of Bits Security Reviews,GITHUB_change_in_full_time_contributors_monthly,2024-06-01,-5.0
Syndicate Protocol,GITHUB_change_in_active_developers_monthly,2024-06-01,1.0
Walnut,GITHUB_change_in_part_time_contributors_monthly,2024-06-01,-9.0
Open Source Observer,GITHUB_change_in_active_developers_biannually,2024-06-01,-20.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,-2.0
Trail of Bits Security Reviews,GITHUB_change_in_part_time_contributors_biannually,2024-06-01,5.0
Open Source Observer,GITHUB_change_in_active_developers_quarterly,2024-06-01,-20.0
Walnut,GITHUB_change_in_active_developers_quarterly,2024-06-01,-11.0
thirdweb,GITHUB_change_in_active_developers_quarterly,2024-06-01,-9.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-06-01,1.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-06-01,1.0
thirdweb,GITHUB_opened_pull_requests_biannually,2024-06-01,449.0
Passport XYZ,GITHUB_active_contributors_biannually,2024-06-01,5.0
Runtime Verification,GITHUB_new_contributors_biannually,2024-06-01,4.0
Debid - Fairblock,GITHUB_opened_pull_requests_quarterly,2024-06-01,5.0
Enclave,GITHUB_opened_pull_requests_quarterly,2024-06-01,5.0
Open Source Observer,GITHUB_opened_pull_requests_quarterly,2024-06-01,187.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_opened_pull_requests_quarterly,2024-06-01,2.0
Open Source Observer,GITHUB_opened_pull_requests_biannually,2024-06-01,187.0
Walnut,GITHUB_opened_pull_requests_quarterly,2024-06-01,36.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_quarterly,2024-06-01,185.0
Enclave,GITHUB_opened_pull_requests_biannually,2024-06-01,5.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-06-01,2.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_monthly,2024-06-01,150.0
Runtime Verification,GITHUB_merged_pull_requests_monthly,2024-06-01,256.0
Enclave,GITHUB_merged_pull_requests_monthly,2024-06-01,3.0
Pyth Network,GITHUB_merged_pull_requests_biannually,2024-06-01,133.0
Syndicate Protocol,GITHUB_merged_pull_requests_biannually,2024-06-01,1.0
Debid - Fairblock,GITHUB_merged_pull_requests_quarterly,2024-06-01,2.0
Open Source Observer,GITHUB_merged_pull_requests_biannually,2024-06-01,171.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_quarterly,2024-06-01,150.0
thirdweb,GITHUB_opened_issues_monthly,2024-06-01,29.0
Passport XYZ,GITHUB_opened_issues_quarterly,2024-06-01,4.0
thirdweb,GITHUB_opened_issues_quarterly,2024-06-01,29.0
Passport XYZ,GITHUB_opened_issues_biannually,2024-06-01,4.0
Runtime Verification,GITHUB_closed_issues_monthly,2024-06-01,30.0
Walnut,GITHUB_closed_issues_monthly,2024-06-01,29.0
Pyth Network,GITHUB_closed_issues_monthly,2024-06-01,2.0
Trail of Bits Security Reviews,GITHUB_closed_issues_monthly,2024-06-01,23.0
Pyth Network,GITHUB_closed_issues_quarterly,2024-06-01,2.0
Trail of Bits Security Reviews,GITHUB_closed_issues_biannually,2024-06-01,23.0
Passport XYZ,GITHUB_closed_issues_quarterly,2024-06-01,4.0
Trail of Bits Security Reviews,GITHUB_avg_prs_time_to_merge_quarterly,2024-06-01,0.0
Runtime Verification,GITHUB_avg_prs_time_to_merge_quarterly,2024-06-01,0.0
thirdweb,GITHUB_avg_prs_time_to_merge_quarterly,2024-06-01,0.0
Open Source Observer,GITHUB_avg_prs_time_to_merge_quarterly,2024-06-01,0.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_avg_prs_time_to_merge_quarterly,2024-06-01,0.0
Trail of Bits Security Reviews,GITHUB_avg_prs_time_to_merge_biannually,2024-06-01,0.0
Walnut,GITHUB_avg_time_to_first_response_quarterly,2024-06-01,46802.6129032258
Redstone Finance,GITHUB_avg_time_to_first_response_quarterly,2024-06-01,5.0
Open Source Observer,GITHUB_avg_time_to_first_response_quarterly,2024-06-01,701645.3772893773
Open Source Observer,GITHUB_avg_prs_time_to_merge_biannually,2024-06-01,0.0
Runtime Verification,GITHUB_avg_time_to_first_response_quarterly,2024-06-01,798771.2919463087
Trail of Bits Security Reviews,GITHUB_avg_time_to_first_response_quarterly,2024-06-01,931209.2863436124
Arbos Foundry,GITHUB_change_in_new_contributors_biannually,2024-06-01,0.0
Debid - Fairblock,GITHUB_churned_contributors_biannually,2024-06-01,-1.0
Debid - Fairblock,GITHUB_change_in_full_time_contributors_biannually,2024-06-01,0.0
Runtime Verification,GITHUB_churned_contributors_biannually,2024-06-01,-5.0
Arbos Foundry,GITHUB_churned_contributors_monthly,2024-06-01,0.0
Arbos Foundry,GITHUB_change_in_active_contributors_monthly,2024-06-01,0.0
Open Source Observer,GITHUB_change_in_active_contributors_biannually,2024-06-01,-20.0
thirdweb,GITHUB_churned_contributors_monthly,2024-06-01,-44.0
thirdweb,GITHUB_change_in_active_contributors_monthly,2024-06-01,-9.0
Passport XYZ,GITHUB_churned_contributors_monthly,2024-06-01,-8.0
Passport XYZ,GITHUB_change_in_full_time_contributors_monthly,2024-06-01,0.0
Enclave,GITHUB_change_in_active_contributors_monthly,2024-06-01,
Trail of Bits Security Reviews,GITHUB_change_in_active_contributors_monthly,2024-06-01,5.0
Walnut,GITHUB_change_in_full_time_contributors_monthly,2024-06-01,-2.0
Pyth Network,GITHUB_change_in_active_contributors_quarterly,2024-06-01,-15.0
Syndicate Protocol,GITHUB_change_in_new_contributors_quarterly,2024-06-01,0.0
Open Source Observer,GITHUB_change_in_new_contributors_monthly,2024-06-01,-19.0
Syndicate Protocol,GITHUB_change_in_full_time_contributors_quarterly,2024-06-01,0.0
Trail of Bits Security Reviews,GITHUB_change_in_new_contributors_quarterly,2024-06-01,7.0
Walnut,GITHUB_churned_contributors_quarterly,2024-06-01,-31.0
Trail of Bits Security Reviews,GITHUB_churned_contributors_quarterly,2024-06-01,-10.0
Trail of Bits Security Reviews,GITHUB_change_in_active_contributors_quarterly,2024-06-01,5.0
thirdweb,GITHUB_change_in_full_time_contributors_quarterly,2024-06-01,0.0
Trail of Bits Security Reviews,GITHUB_change_in_active_contributors_biannually,2024-06-01,5.0
Redstone Finance,GITHUB_churned_contributors_biannually,2024-06-01,3.0
Walnut,GITHUB_change_in_new_contributors_biannually,2024-06-01,-11.0
Trail of Bits Security Reviews,GITHUB_change_in_full_time_contributors_biannually,2024-06-01,0.0
Redstone Finance,GITHUB_change_in_full_time_contributors_biannually,2024-06-01,0.0
Syndicate Protocol,GITHUB_churned_contributors_monthly,2024-06-01,1.0
Passport XYZ,GITHUB_change_in_full_time_contributors_biannually,2024-06-01,0.0
Passport XYZ,GITHUB_forks_weekly,2024-11-25,2.0
Trail of Bits Security Reviews,GITHUB_forks_weekly,2024-11-25,9.0
thirdweb,GITHUB_comments_daily,2024-11-25,78.0
Runtime Verification,GITHUB_comments_daily,2024-11-25,6.0
Enclave,GITHUB_comments_daily,2024-11-25,19.0
Pyth Network,GITHUB_stars_daily,2024-11-25,1.0
thirdweb,GITHUB_stars_daily,2024-11-25,1.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-11-25,7.0
Debid - Fairblock,GITHUB_stars_weekly,2024-11-25,1.0
Walnut,GITHUB_stars_weekly,2024-11-25,1.0
Passport XYZ,GITHUB_stars_weekly,2024-11-25,14.0
Solang,GITHUB_stars_weekly,2024-11-25,3.0
Sylow,GITHUB_stars_weekly,2024-11-25,1.0
Open Source Observer,GITHUB_stars_weekly,2024-11-25,7.0
Redstone Finance,GITHUB_stars_weekly,2024-11-25,6.0
Trail of Bits Security Reviews,GITHUB_stars_weekly,2024-11-25,86.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2024-11-25,3.0
Redstone Finance,GITHUB_releases_weekly,2024-11-25,1.0
Debid - Fairblock,GITHUB_commits_weekly,2024-11-25,25.0
Redstone Finance,GITHUB_commits_weekly,2024-11-25,71.0
Open Source Observer,GITHUB_commits_weekly,2024-11-25,24.0
Redstone Finance,GITHUB_comments_weekly,2024-11-25,37.0
Trail of Bits Security Reviews,GITHUB_comments_weekly,2024-11-25,35.0
Open Source Observer,GITHUB_comments_weekly,2024-11-25,59.0
Pyth Network,GITHUB_repositories_daily,2024-11-25,3.0
Redstone Finance,GITHUB_repositories_weekly,2024-11-25,8.0
Sylow,GITHUB_repositories_weekly,2024-11-25,1.0
Trail of Bits Security Reviews,GITHUB_repositories_weekly,2024-11-25,49.0
Pyth Network,GITHUB_repositories_weekly,2024-11-25,8.0
Enclave,GITHUB_repositories_weekly,2024-11-25,1.0
Debid - Fairblock,GITHUB_contributors_daily,2024-11-25,3.0
Pyth Network,GITHUB_contributors_daily,2024-11-25,4.0
Open Source Observer,GITHUB_contributors_daily,2024-11-25,2.0
Passport XYZ,GITHUB_contributors_daily,2024-11-25,4.0
Redstone Finance,GITHUB_contributors_daily,2024-11-25,3.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-11-25,8.0
Debid - Fairblock,GITHUB_contributors_weekly,2024-11-25,4.0
Enclave,GITHUB_contributors_weekly,2024-11-25,2.0
Runtime Verification,GITHUB_contributors_weekly,2024-11-25,18.0
Pyth Network,GITHUB_active_developers_weekly,2024-11-25,11.0
Open Source Observer,GITHUB_active_developers_weekly,2024-11-25,5.0
Enclave,GITHUB_active_developers_weekly,2024-11-25,2.0
thirdweb,GITHUB_active_developers_weekly,2024-11-25,4.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-11-25,6.0
Pyth Network,GITHUB_active_developers_daily,2024-11-25,2.0
Open Source Observer,GITHUB_active_developers_daily,2024-11-25,2.0
thirdweb,GITHUB_active_developers_daily,2024-11-25,3.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_weekly,2024-11-25,49.0
Solang,GITHUB_opened_pull_requests_weekly,2024-11-25,2.0
Enclave,GITHUB_opened_pull_requests_weekly,2024-11-25,3.0
Passport XYZ,GITHUB_opened_pull_requests_weekly,2024-11-25,15.0
Redstone Finance,GITHUB_opened_pull_requests_weekly,2024-11-25,11.0
Runtime Verification,GITHUB_opened_pull_requests_weekly,2024-11-25,30.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-11-25,10.0
Redstone Finance,GITHUB_merged_pull_requests_weekly,2024-11-25,9.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-11-25,3.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-11-25,3.0
Enclave,GITHUB_opened_issues_weekly,2024-11-25,2.0
Solang,GITHUB_opened_issues_weekly,2024-11-25,2.0
Passport XYZ,GITHUB_closed_issues_weekly,2024-11-25,6.0
Open Source Observer,GITHUB_comments_daily,2024-02-21,5.0
Pyth Network,GITHUB_comments_daily,2024-02-21,33.0
thirdweb,GITHUB_comments_daily,2024-02-21,64.0
Walnut,GITHUB_comments_daily,2024-02-21,2.0
thirdweb,GITHUB_stars_daily,2024-02-21,1.0
Pyth Network,GITHUB_stars_daily,2024-02-21,3.0
Walnut,GITHUB_commits_daily,2024-02-21,3.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-02-21,4.0
Runtime Verification,GITHUB_commits_daily,2024-02-21,16.0
Walnut,GITHUB_forks_daily,2024-02-21,1.0
Open Source Observer,GITHUB_repositories_daily,2024-02-21,3.0
Debid - Fairblock,GITHUB_contributors_daily,2024-02-21,2.0
Runtime Verification,GITHUB_contributors_daily,2024-02-21,14.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-02-21,5.0
Walnut,GITHUB_contributors_daily,2024-02-21,2.0
thirdweb,GITHUB_active_developers_daily,2024-02-21,8.0
Pyth Network,GITHUB_active_developers_daily,2024-02-21,6.0
Open Source Observer,GITHUB_active_developers_daily,2024-02-21,2.0
Walnut,GITHUB_opened_pull_requests_daily,2024-02-21,1.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-02-21,27.0
Pyth Network,GITHUB_merged_pull_requests_daily,2024-02-21,10.0
Walnut,GITHUB_merged_pull_requests_daily,2024-02-21,1.0
Debid - Fairblock,GITHUB_merged_pull_requests_daily,2024-02-21,2.0
Runtime Verification,GITHUB_closed_issues_daily,2024-02-21,1.0
Runtime Verification,GITHUB_comments_daily,2024-03-24,4.0
Runtime Verification,GITHUB_commits_daily,2024-03-24,3.0
Redstone Finance,GITHUB_forks_daily,2024-03-24,1.0
Trail of Bits Security Reviews,GITHUB_forks_daily,2024-03-24,1.0
thirdweb,GITHUB_repositories_daily,2024-03-24,3.0
Redstone Finance,GITHUB_repositories_daily,2024-03-24,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-03-24,2.0
Trail of Bits Security Reviews,GITHUB_comments_daily,2024-11-06,5.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-11-06,11.0
Pyth Network,GITHUB_commits_daily,2024-11-06,8.0
Passport XYZ,GITHUB_commits_daily,2024-11-06,2.0
Open Source Observer,GITHUB_commits_daily,2024-11-06,2.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-11-06,13.0
Open Source Observer,GITHUB_forks_daily,2024-11-06,8.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-11-06,11.0
Walnut,GITHUB_repositories_daily,2024-11-06,1.0
Open Source Observer,GITHUB_repositories_daily,2024-11-06,4.0
thirdweb,GITHUB_repositories_daily,2024-11-06,3.0
Debid - Fairblock,GITHUB_repositories_daily,2024-11-06,1.0
Passport XYZ,GITHUB_contributors_daily,2024-11-06,3.0
Walnut,GITHUB_contributors_daily,2024-11-06,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-11-06,4.0
Walnut,GITHUB_opened_pull_requests_daily,2024-11-06,1.0
Passport XYZ,GITHUB_merged_pull_requests_daily,2024-11-06,2.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-11-06,1.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2024-11-06,1.0
Passport XYZ,GITHUB_closed_issues_daily,2024-11-06,2.0
Arbos Foundry,GITHUB_active_contributors_quarterly,2024-01-01,1.0
Trail of Bits Security Reviews,GITHUB_part_time_contributors_quarterly,2024-01-01,51.0
Walnut,GITHUB_active_contributors_quarterly,2024-01-01,2.0
Redstone Finance,GITHUB_active_contributors_quarterly,2024-01-01,5.0
Arbos Foundry,GITHUB_part_time_contributors_quarterly,2024-01-01,1.0
WakeUp Labs,GITHUB_part_time_contributors_quarterly,2024-01-01,4.0
Redstone Finance,GITHUB_part_time_contributors_quarterly,2024-01-01,5.0
Pyth Network,GITHUB_part_time_contributors_quarterly,2024-01-01,19.0
Open Source Observer,GITHUB_part_time_contributors_quarterly,2024-01-01,6.0
Trail of Bits Security Reviews,GITHUB_releases_biannually,2024-01-01,11.0
Trail of Bits Security Reviews,GITHUB_forks_weekly,2024-01-01,12.0
Syndicate Protocol,GITHUB_releases_quarterly,2024-01-01,2.0
Trail of Bits Security Reviews,GITHUB_commits_biannually,2024-01-01,423.0
Runtime Verification,GITHUB_commits_biannually,2024-01-01,496.0
Arbos Foundry,GITHUB_commits_biannually,2024-01-01,20.0
Pyth Network,GITHUB_commits_biannually,2024-01-01,113.0
thirdweb,GITHUB_comments_daily,2024-01-01,2.0
Pyth Network,GITHUB_comments_daily,2024-01-01,2.0
Trail of Bits Security Reviews,GITHUB_contributors_yearly,2024-01-01,240.0
Walnut,GITHUB_contributors_yearly,2024-01-01,42.0
Moving Stylus,GITHUB_contributors_yearly,2024-01-01,2.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_yearly,2024-01-01,7.0
Syndicate Protocol,GITHUB_active_developers_biannually,2024-01-01,2.0
Arbos Foundry,GITHUB_active_developers_biannually,2024-01-01,1.0
Debid - Fairblock,GITHUB_repositories_quarterly,2024-01-01,7.0
WakeUp Labs,GITHUB_repositories_quarterly,2024-01-01,1.0
Runtime Verification,GITHUB_repositories_quarterly,2024-01-01,30.0
thirdweb,GITHUB_active_developers_quarterly,2024-01-01,24.0
WakeUp Labs,GITHUB_active_developers_quarterly,2024-01-01,2.0
Arbos Foundry,GITHUB_active_developers_yearly,2024-01-01,1.0
thirdweb,GITHUB_active_developers_yearly,2024-01-01,54.0
Syndicate Protocol,GITHUB_active_developers_yearly,2024-01-01,5.0
Pyth Network,GITHUB_active_developers_quarterly,2024-01-01,8.0
Redstone Finance,GITHUB_active_developers_quarterly,2024-01-01,4.0
Trail of Bits Security Reviews,GITHUB_active_developers_quarterly,2024-01-01,25.0
Debid - Fairblock,GITHUB_active_developers_quarterly,2024-01-01,1.0
Enclave,GITHUB_active_developers_yearly,2024-01-01,6.0
Solang,GITHUB_active_developers_yearly,2024-01-01,3.0
thirdweb,GITHUB_forks_monthly,2024-01-01,48.0
Debid - Fairblock,GITHUB_forks_monthly,2024-01-01,21.0
Open Source Observer,GITHUB_forks_monthly,2024-01-01,5.0
Syndicate Protocol,GITHUB_part_time_developers_quarterly,2024-01-01,2.0
Redstone Finance,GITHUB_part_time_developers_quarterly,2024-01-01,4.0
Open Source Observer,GITHUB_part_time_developers_quarterly,2024-01-01,4.0
Arbos Foundry,GITHUB_part_time_developers_quarterly,2024-01-01,1.0
Enclave,GITHUB_commits_yearly,2024-01-01,259.0
Arbos Foundry,GITHUB_commits_yearly,2024-01-01,394.0
WakeUp Labs,GITHUB_commits_yearly,2024-01-01,48.0
Walnut,GITHUB_commits_yearly,2024-01-01,1209.0
Trail of Bits Security Reviews,GITHUB_stars_monthly,2024-01-01,442.0
Pyth Network,GITHUB_stars_monthly,2024-01-01,29.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-01-01,7.0
thirdweb,GITHUB_commits_monthly,2024-01-01,273.0
Syndicate Protocol,GITHUB_comments_monthly,2024-01-01,2.0
Runtime Verification,GITHUB_comments_monthly,2024-01-01,583.0
Pyth Network,GITHUB_stars_quarterly,2024-01-01,29.0
Walnut,GITHUB_stars_quarterly,2024-01-01,7.0
Runtime Verification,GITHUB_stars_quarterly,2024-01-01,27.0
Syndicate Protocol,GITHUB_releases_weekly,2024-01-01,2.0
Trail of Bits Security Reviews,GITHUB_commits_weekly,2024-01-01,93.0
Trail of Bits Security Reviews,GITHUB_commits_quarterly,2024-01-01,423.0
Walnut,GITHUB_commits_quarterly,2024-01-01,39.0
Debid - Fairblock,GITHUB_commits_quarterly,2024-01-01,76.0
Syndicate Protocol,GITHUB_releases_yearly,2024-01-01,5.0
thirdweb,GITHUB_releases_yearly,2024-01-01,1042.0
thirdweb,GITHUB_forks_biannually,2024-01-01,48.0
Pyth Network,GITHUB_forks_quarterly,2024-01-01,24.0
Runtime Verification,GITHUB_forks_biannually,2024-01-01,7.0
Runtime Verification,GITHUB_forks_quarterly,2024-01-01,7.0
thirdweb,GITHUB_forks_quarterly,2024-01-01,48.0
Enclave,GITHUB_forks_yearly,2024-01-01,3.0
Runtime Verification,GITHUB_forks_yearly,2024-01-01,109.0
Pyth Network,GITHUB_forks_yearly,2024-01-01,365.0
Syndicate Protocol,GITHUB_forks_yearly,2024-01-01,4.0
Pyth Network,GITHUB_repositories_weekly,2024-01-01,7.0
Runtime Verification,GITHUB_repositories_weekly,2024-01-01,4.0
Redstone Finance,GITHUB_repositories_weekly,2024-01-01,4.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_monthly,2024-01-01,1.0
Pyth Network,GITHUB_repositories_yearly,2024-01-01,32.0
Arbos Foundry,GITHUB_repositories_yearly,2024-01-01,6.0
Walnut,GITHUB_repositories_yearly,2024-01-01,17.0
thirdweb,GITHUB_repositories_biannually,2024-01-01,14.0
Debid - Fairblock,GITHUB_repositories_biannually,2024-01-01,7.0
Sylow,GITHUB_repositories_yearly,2024-01-01,1.0
Redstone Finance,GITHUB_repositories_monthly,2024-01-01,9.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_yearly,2024-01-01,3.0
Syndicate Protocol,GITHUB_contributors_weekly,2024-01-01,1.0
thirdweb,GITHUB_contributors_monthly,2024-01-01,48.0
Walnut,GITHUB_contributors_weekly,2024-01-01,1.0
Debid - Fairblock,GITHUB_contributors_weekly,2024-01-01,9.0
Runtime Verification,GITHUB_contributors_quarterly,2024-01-01,29.0
Redstone Finance,GITHUB_contributors_quarterly,2024-01-01,5.0
Arbos Foundry,GITHUB_contributors_quarterly,2024-01-01,1.0
Redstone Finance,GITHUB_contributors_biannually,2024-01-01,5.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_biannually,2024-01-01,2.0
WakeUp Labs,GITHUB_contributors_quarterly,2024-01-01,4.0
Walnut,GITHUB_contributors_quarterly,2024-01-01,2.0
Open Source Observer,GITHUB_contributors_quarterly,2024-01-01,6.0
Pyth Network,GITHUB_contributors_quarterly,2024-01-01,19.0
thirdweb,GITHUB_active_developers_weekly,2024-01-01,15.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-01-01,3.0
Arbos Foundry,GITHUB_active_developers_monthly,2024-01-01,1.0
Arbos Foundry,GITHUB_part_time_developers_monthly,2024-01-01,1.0
Redstone Finance,GITHUB_full_time_developers_monthly,2024-01-01,1.0
Walnut,GITHUB_part_time_developers_monthly,2024-01-01,2.0
WakeUp Labs,GITHUB_part_time_developers_monthly,2024-01-01,2.0
Syndicate Protocol,GITHUB_active_developers_monthly,2024-01-01,2.0
Runtime Verification,GITHUB_active_developers_monthly,2024-01-01,20.0
thirdweb,GITHUB_full_time_developers_monthly,2024-01-01,3.0
Syndicate Protocol,GITHUB_part_time_developers_biannually,2024-01-01,2.0
Redstone Finance,GITHUB_part_time_developers_biannually,2024-01-01,4.0
Walnut,GITHUB_part_time_developers_biannually,2024-01-01,2.0
thirdweb,GITHUB_part_time_developers_yearly,2024-01-01,51.0
Open Source Observer,GITHUB_part_time_developers_yearly,2024-01-01,78.0
Syndicate Protocol,GITHUB_active_contributors_monthly,2024-01-01,3.0
Pyth Network,GITHUB_active_contributors_monthly,2024-01-01,19.0
